SM_R4C1_timestamps,median_pass_3
1248.479733,5.3832623887503743e-08
1249.936096,5.3832623887503743e-08
1254.305186,5.3832623887503743e-08
1255.761549,5.3832623887503743e-08
1257.117484,5.3832623887503743e-08
1258.573847,5.3832623887503743e-08
1260.03021,5.3832623887503743e-08
1261.587001,5.3832623887503743e-08
1264.499728,5.3832623887503743e-08
1266.156947,5.3832623887503743e-08
1267.61331,5.3832623887503743e-08
1269.069674,5.384846478469567e-08
1273.137479,5.3875030944472204e-08
1274.593842,5.390475371329298e-08
1276.150633,5.392178336699594e-08
1277.506568,5.3932397038417716e-08
1278.962931,5.394191131770366e-08
1280.419295,5.394805354795104e-08
1283.733733,5.3954351851451836e-08
1286.244747,5.396336508053118e-08
1287.70111,5.397463348407974e-08
1289.257902,5.398704213857937e-08
1290.714265,5.399743908526491e-08
1292.271056,5.4003189592452954e-08
1293.928276,5.4005606741719886e-08
1295.384639,5.400736290403368e-08
1297.99608,5.400966610129881e-08
1299.452444,5.4015019832208766e-08
1300.908807,5.402145194570395e-08
1302.666455,5.402585286046857e-08
1306.633831,5.403028046584612e-08
1308.291051,5.403344342838774e-08
1309.948271,5.403407620162296e-08
1311.404634,5.4034493965382794e-08
1312.860996,5.4036167994895934e-08
1315.37201,5.4039070489449936e-08
1315.773723,5.4042547599794897e-08
1320.142812,5.404651467119561e-08
1321.599175,5.405194108827989e-08
1324.110189,5.405952335848398e-08
1324.511902,5.406650332598321e-08
1327.3242,5.4070381229910913e-08
1328.780564,5.4072969511917667e-08
1330.236926,5.407676564715892e-08
1331.793718,5.408137902857825e-08
1333.25008,5.408438053425647e-08
1334.706444,5.4085958274730906e-08
1336.162807,5.4088736083003244e-08
1338.673821,5.409374378247807e-08
1341.887832,5.4099139253085386e-08
1343.344194,5.410224625498826e-08
1344.800558,5.4102979461062593e-08
1346.256921,5.4103137150375525e-08
1347.713284,5.410403579322112e-08
1351.881517,5.410735121949704e-08
1353.33788,5.4118047848547456e-08
1354.794243,5.413720585136183e-08
1356.250607,5.415823999006179e-08
1357.807398,5.417983345963575e-08
1359.263761,5.4197930420928944e-08
1360.920981,5.420808731197599e-08
1363.833707,5.42193682961613e-08
1365.29007,5.4233497003597716e-08
1366.746433,5.424327298627466e-08
1368.202797,5.424784747075704e-08
1369.65916,5.425023720073746e-08
1373.726964,5.42529439272193e-08
1375.183328,5.425687183058637e-08
1376.639691,5.4260400808658496e-08
1378.096053,5.426162021205659e-08
1379.552417,5.426244042173193e-08
1382.766428,5.4264090078597925e-08
1385.277441,5.426492876330388e-08
1385.679155,5.4265491445012487e-08
1387.135517,5.4266607696873947e-08
1389.746959,5.4267179868016964e-08
1391.303751,5.426728632303088e-08
1392.760114,5.426748050610899e-08
1395.572411,5.426757759764804e-08
1397.129203,5.426757759764804e-08
1398.585567,5.426757759764804e-08
1400.04193,5.426757759764804e-08
1403.155512,5.426757759764804e-08
1404.611875,5.426757759764804e-08
1406.068239,5.426757759764804e-08
1407.524602,5.426757759764804e-08
1410.035615,5.426757759764804e-08
1411.893691,5.426757759764804e-08
1414.404705,5.426757759764804e-08
1415.861068,5.426757759764804e-08
1417.317431,5.426757759764804e-08
1418.773794,5.426757759764804e-08
1423.142884,5.426757759764804e-08
1424.599247,5.426757759764804e-08
1426.156038,5.426757759764804e-08
1427.612401,5.426757759764804e-08
1428.968336,5.426757759764804e-08
1430.525128,5.426757759764804e-08
1433.739139,5.426757759764804e-08
1436.250152,5.4267209041735453e-08
1436.651865,5.426647192991027e-08
1439.263306,5.426610337399768e-08
1439.564591,5.426610337399768e-08
1442.176033,5.426610337399768e-08
1442.477317,5.426610337399768e-08
1445.088759,5.426610337399768e-08
1448.30277,5.426610337399768e-08
1449.759132,5.4265652383196295e-08
1451.215496,5.4264750401593523e-08
1453.72651,5.426429941079214e-08
1455.182872,5.426412187403591e-08
1455.584586,5.426376680052347e-08
1458.497312,5.4263589263767244e-08
1461.30961,5.426240128075311e-08
1462.765973,5.426002531472485e-08
1464.322764,5.4258485053803573e-08
1466.934207,5.425667825336773e-08
1468.390569,5.425412148621746e-08
1469.746505,5.424984076281086e-08
1471.202867,5.423995912760611e-08
1472.759659,5.42297312935517e-08
1475.772814,5.422368233499693e-08
1477.329604,5.4218633773156794e-08
1478.785968,5.421610949223672e-08
1480.242331,5.421610949223672e-08
1484.410564,5.421610949223672e-08
1485.766499,5.421610949223672e-08
1487.32329,5.421542471590398e-08
1488.679225,5.4211380934604306e-08
1490.135589,5.420464534962845e-08
1491.692379,5.4199586182225364e-08
1494.705534,5.4195915596469815e-08
1496.161898,5.4192045454257196e-08
1497.618261,5.4188794673593525e-08
1499.27548,5.418595555554021e-08
1503.443713,5.418167966850657e-08
1504.900077,5.4172298780140717e-08
1506.35644,5.415585980944981e-08
1507.812802,5.4140808209603464e-08
1509.269166,5.413357123310771e-08
1513.437399,5.412743804589828e-08
1514.893762,5.411767144361732e-08
1516.350125,5.4105538297810153e-08
1517.806488,5.4094569642825864e-08
1519.363279,5.408228781207484e-08
1520.719215,5.4062473243320775e-08
1524.033654,5.4043425017375104e-08
1526.544667,5.4034421067477786e-08
1528.001031,5.402860296657927e-08
1529.457394,5.401932712757835e-08
1530.921283,5.4011023144085715e-08
1532.377646,5.400739443525659e-08
1533.834009,5.4004149199249264e-08
1535.290372,5.399797843572859e-08
1538.604811,5.399046034588631e-08
1540.061175,5.398009806560806e-08
1541.517538,5.396748466954182e-08
1542.973901,5.395854773354215e-08
1544.430264,5.395428773255609e-08
1545.886628,5.395428773255609e-08
1547.342991,5.395428773255609e-08
1551.71208,5.395428773255609e-08
1553.168443,5.395428773255609e-08
1554.624807,5.395428773255609e-08
1556.08117,5.395428773255609e-08
1557.537533,5.395428773255609e-08
1558.993896,5.395428773255609e-08
1560.450259,5.395428773255609e-08
1564.819348,5.395428773255609e-08
1566.275712,5.395428773255609e-08
1567.732074,5.395428773255609e-08
1569.188438,5.395428773255609e-08
1570.644801,5.395428773255609e-08
1572.101164,5.395428773255609e-08
1575.013891,5.395428773255609e-08
1576.470254,5.395428773255609e-08
1578.981267,5.395428773255609e-08
1579.38298,5.395428773255609e-08
1583.752069,5.395428773255609e-08
